song_name,song_popularity,song_duration_ms,artist_name
Moon Child,52,279840,Unknown Artist (Placeholder)
Virginia,45,185251,Unknown Artist (Placeholder)
The Joke - Bayonne Remix,41,267111,Unknown Artist (Placeholder)
My Decision - Edit,50,238099,Unknown Artist (Placeholder)
Rawnald Gregory Erickson the Second,64,173693,Unknown Artist (Placeholder)
Doubt,46,230856,Unknown Artist (Placeholder)
Panopticon,45,203244,Unknown Artist (Placeholder)
On The 5,54,179840,Unknown Artist (Placeholder)
Incomplete,54,220016,Unknown Artist (Placeholder)
Shaky Ground,59,192893,Unknown Artist (Placeholder)
Too Much Time Together,59,169996,Unknown Artist (Placeholder)
Metrotech,45,212962,Unknown Artist (Placeholder)
Let Go,53,180479,Unknown Artist (Placeholder)
Happy Day,43,162027,Unknown Artist (Placeholder)
Matinee,46,221920,Unknown Artist (Placeholder)
Secret Preference,44,216185,Unknown Artist (Placeholder)
Unwind,48,201178,Unknown Artist (Placeholder)
Jessica WJ,54,197840,Unknown Artist (Placeholder)
Cry On Me,7,234923,Unknown Artist (Placeholder)
Stars,55,233686,Unknown Artist (Placeholder)
Just Tell Me,9,162344,Unknown Artist (Placeholder)
Drag,60,189651,Unknown Artist (Placeholder)
Expectations,48,162613,Unknown Artist (Placeholder)
Sometimes,68,196600,Unknown Artist (Placeholder)
baseball,59,198106,Unknown Artist (Placeholder)
Close Call,43,207000,Unknown Artist (Placeholder)
Bee-Sting,63,214432,Unknown Artist (Placeholder)
I Can't Stand It,26,177656,Unknown Artist (Placeholder)
Needle and Thread,50,182704,Unknown Artist (Placeholder)
Oh No,5,164834,Unknown Artist (Placeholder)
Uh Huh,61,142443,Unknown Artist (Placeholder)
Apple Pie Bed,46,208813,Unknown Artist (Placeholder)
Head On [Hold On To Your Heart],6,265160,Unknown Artist (Placeholder)
Fire,55,197749,Unknown Artist (Placeholder)
Far Away Truths,59,218000,Unknown Artist (Placeholder)
Sister Of Pearl,54,253439,Unknown Artist (Placeholder)
Wishing Girl,48,192613,Unknown Artist (Placeholder)
Fade To Black,33,242622,Unknown Artist (Placeholder)
La Verdad,45,243729,Unknown Artist (Placeholder)
Magic Tide,46,204000,Unknown Artist (Placeholder)
Tell Me,49,231146,Unknown Artist (Placeholder)
More Of The Same,50,248791,Unknown Artist (Placeholder)
Bite,48,219033,Unknown Artist (Placeholder)
Leave It In My Dreams,59,239441,Unknown Artist (Placeholder)
Uh Huh,41,201703,Unknown Artist (Placeholder)
Matchstick,45,263711,Unknown Artist (Placeholder)
Now & Then,55,205893,Unknown Artist (Placeholder)
Set to Attack,58,208213,Unknown Artist (Placeholder)
This Disorder,10,186640,Unknown Artist (Placeholder)
Old Town,43,233410,Unknown Artist (Placeholder)
Nervous,52,173152,Unknown Artist (Placeholder)
Silver Lining,64,198600,Unknown Artist (Placeholder)
Darling,66,260386,Unknown Artist (Placeholder)
Somewhere In Between,47,219322,Unknown Artist (Placeholder)
Four Years,42,227533,Unknown Artist (Placeholder)
Marinade,64,237961,Unknown Artist (Placeholder)
Losing Yourself,41,188906,Unknown Artist (Placeholder)
The Fire,31,207746,Unknown Artist (Placeholder)
Prima Donna,43,154400,Unknown Artist (Placeholder)
Omaha,57,196790,Unknown Artist (Placeholder)
Suddenly,48,215026,Unknown Artist (Placeholder)
The Gold - Nick Waterhouse Remix,16,249773,Unknown Artist (Placeholder)
Outlandish Poetica,42,280353,Unknown Artist (Placeholder)
Wheat,4,226026,Unknown Artist (Placeholder)
A Room of Her Own,41,228613,Unknown Artist (Placeholder)
Why Do You Feel So Down,66,220706,Unknown Artist (Placeholder)
Night Time - Edit,45,192006,Unknown Artist (Placeholder)
Lost,41,238626,Unknown Artist (Placeholder)
Saltwater,53,247280,Unknown Artist (Placeholder)
Atomic Man,56,227253,Unknown Artist (Placeholder)
All That Love Is,21,210782,Unknown Artist (Placeholder)
Soul of the Night,39,158674,Unknown Artist (Placeholder)
Panic Like Tom,10,225075,Unknown Artist (Placeholder)
Come Home,60,290767,Unknown Artist (Placeholder)
Shock Proof,40,188500,Unknown Artist (Placeholder)
Good Luck,55,276746,Unknown Artist (Placeholder)
Night Time,53,254041,Unknown Artist (Placeholder)
Saturdays (feat. HAIM),12,205442,Unknown Artist (Placeholder)
Origins,4,208139,Unknown Artist (Placeholder)
blackboard.edu,46,219320,Unknown Artist (Placeholder)
Poor Boy (Radio Edit),49,205092,Unknown Artist (Placeholder)
Feeling Ok,50,196160,Unknown Artist (Placeholder)
Free Animal,68,180400,Unknown Artist (Placeholder)
Don't Move Back To LA,38,278520,Unknown Artist (Placeholder)
As U Wave,46,219706,Unknown Artist (Placeholder)
I Love You So,71,160253,Unknown Artist (Placeholder)
Short Court Style,29,223626,Unknown Artist (Placeholder)
Make Your Mind Up,6,213066,Unknown Artist (Placeholder)
Respect - Remastered,72,142186,Unknown Artist (Placeholder)
Build Me Up Buttercup,65,178533,Unknown Artist (Placeholder)
I Want You Back,70,179226,Unknown Artist (Placeholder)
Son Of A Preacher Man,63,149160,Unknown Artist (Placeholder)
You Can't Hurry Love,28,165080,Unknown Artist (Placeholder)
"Signed, Sealed, Delivered (I'm Yours)",65,158040,Unknown Artist (Placeholder)
Ain't No Mountain High Enough - Stereo Version,30,146160,Unknown Artist (Placeholder)
You Sexy Thing,73,244920,Unknown Artist (Placeholder)
Baby Love,16,157373,Unknown Artist (Placeholder)
Rockin' Robin,63,160080,Unknown Artist (Placeholder)
(What A) Wonderful World,71,125440,Unknown Artist (Placeholder)
ABC,66,177426,Unknown Artist (Placeholder)
Easy,51,258706,Unknown Artist (Placeholder)
Everyday People,67,139506,Unknown Artist (Placeholder)
Something's Got A Hold On Me - Single Version,50,170200,Unknown Artist (Placeholder)
"I Can't Help Myself (Sugar Pie, Honey Bunch)",57,166466,Unknown Artist (Placeholder)
Heatwave,48,165973,Unknown Artist (Placeholder)
My Girl - Remastered Mono,65,175853,Unknown Artist (Placeholder)
Lovely Day,19,251466,Unknown Artist (Placeholder)
Let's Stay Together,26,199400,Unknown Artist (Placeholder)
Stand By Me,72,172333,Unknown Artist (Placeholder)
My Girl,80,165000,Unknown Artist (Placeholder)
Got To Give It Up (Part 1),53,252360,Unknown Artist (Placeholder)
Sir Duke,71,234093,Unknown Artist (Placeholder)
I Can See Clearly Now - Edit,66,164733,Unknown Artist (Placeholder)
Come See About Me,48,162760,Unknown Artist (Placeholder)
Get Up Offa That Thing,57,250200,Unknown Artist (Placeholder)
Think,65,138720,Unknown Artist (Placeholder)
Hallelujah I Love Her So,64,155506,Unknown Artist (Placeholder)
Soul Man,57,156680,Unknown Artist (Placeholder)
"Hold On, I'm Comin'",69,155706,Unknown Artist (Placeholder)
Uptight (Everything's Alright),48,172626,Unknown Artist (Placeholder)
I'll Take You There,67,196826,Unknown Artist (Placeholder)
Snatching It Back,53,170160,Unknown Artist (Placeholder)
Son Of A Preacher Man,67,199266,Unknown Artist (Placeholder)
I Second That Emotion,49,166453,Unknown Artist (Placeholder)
Please Mr. Postman - Stereo Version,57,149400,Unknown Artist (Placeholder)
Do You Love Me,50,172666,Unknown Artist (Placeholder)
Mama Said - Rerecorded Version,55,129613,Unknown Artist (Placeholder)
Who's Lovin' You,57,240186,Unknown Artist (Placeholder)
You Really Got A Hold On Me,56,173893,Unknown Artist (Placeholder)
One Fine Day,60,128199,Unknown Artist (Placeholder)
Stop! In The Name Of Love,47,172040,Unknown Artist (Placeholder)
War - Single Version,57,200960,Unknown Artist (Placeholder)
California Soul,60,177226,Unknown Artist (Placeholder)
Knock On Wood,65,189840,Unknown Artist (Placeholder)
You Beat Me To The Punch,46,163600,Unknown Artist (Placeholder)
I Just Dropped In To See What Condition My Condition Is In,57,181169,Unknown Artist (Placeholder)
Tutti Frutti,60,143426,Unknown Artist (Placeholder)
How Sweet It Is (To Be Loved By You),46,179640,Unknown Artist (Placeholder)
Shotgun,50,183880,Unknown Artist (Placeholder)
The Rubberband Man,66,215109,Unknown Artist (Placeholder)
You Are My Heart,16,193000,Unknown Artist (Placeholder)
The Boss,58,190733,Unknown Artist (Placeholder)
"Mixed-Up, Shook-Up Girl",53,126920,Unknown Artist (Placeholder)
It Takes Two,51,177666,Unknown Artist (Placeholder)
Can You Get To That,14,171560,Unknown Artist (Placeholder)
No Particular Place To Go - Single Version,57,161773,Unknown Artist (Placeholder)
Twist And Shout,17,148533,Unknown Artist (Placeholder)
Love Train,52,178200,Unknown Artist (Placeholder)
Enough For Everybody,54,173160,Unknown Artist (Placeholder)
Cissy Strut,61,181839,Unknown Artist (Placeholder)
"Shout, Pts. 1 & 2",61,267333,Unknown Artist (Placeholder)
Get Ready,66,164160,Unknown Artist (Placeholder)
Dancing In The Street - Single Version,58,159000,Unknown Artist (Placeholder)
My Guy,16,168440,Unknown Artist (Placeholder)
O-o-h Child - Remastered,66,197160,Unknown Artist (Placeholder)
Keep On Loving You,54,206893,Unknown Artist (Placeholder)
"Reach Out, I'll Be There - Single Version / Mono",50,182466,Unknown Artist (Placeholder)
Then He Kissed Me,60,158853,Unknown Artist (Placeholder)
Playboy - Single Version,52,164840,Unknown Artist (Placeholder)
Ain't That A Shame? - Remastered 2002,60,150600,Unknown Artist (Placeholder)
I Got You (I Feel Good),17,168000,Unknown Artist (Placeholder)
"Mercy, Mercy",15,144266,Unknown Artist (Placeholder)
Make Me Yours,56,195293,Unknown Artist (Placeholder)
It's Your Thing,60,166506,Unknown Artist (Placeholder)
Smooth Sailin',63,183333,Unknown Artist (Placeholder)
You And Me,60,160813,Unknown Artist (Placeholder)
Shut Up and Dance,81,199080,Unknown Artist (Placeholder)
Steal My Girl,73,228133,Unknown Artist (Placeholder)
I Really Like You,8,205066,Unknown Artist (Placeholder)
Thrift Shop (feat. Wanz),73,235613,Unknown Artist (Placeholder)
Money On My Mind,9,192670,Unknown Artist (Placeholder)
Girls,64,254620,Unknown Artist (Placeholder)
You’re Not The One,44,235066,Unknown Artist (Placeholder)
It's Time,68,237986,Unknown Artist (Placeholder)
Not a Bad Thing,59,266533,Unknown Artist (Placeholder)
Like Mariah,57,208186,Unknown Artist (Placeholder)
Rude,76,224840,Unknown Artist (Placeholder)
Mirrors,67,484146,Unknown Artist (Placeholder)
True Love,63,246000,Unknown Artist (Placeholder)
Locked Out Of Heaven,79,233478,Unknown Artist (Placeholder)
Geronimo,9,218227,Unknown Artist (Placeholder)
Beautiful Day,53,244866,Unknown Artist (Placeholder)
"Ciega, Sordomuda",5,268360,Unknown Artist (Placeholder)
Enloquéceme,63,249400,Unknown Artist (Placeholder)
"Vuela, Vuela (Voyage, Voyage)",69,265466,Unknown Artist (Placeholder)
Azúcar Amargo,64,281520,Unknown Artist (Placeholder)
Move Ya Body,53,232053,Unknown Artist (Placeholder)
Clavado En Un Bar,72,310813,Unknown Artist (Placeholder)
La Calle De Las Sirenas,28,231506,Unknown Artist (Placeholder)
Simarik,65,235218,Unknown Artist (Placeholder)
Bailando,10,226173,Unknown Artist (Placeholder)
Mas De Lo Que Te Imaginas (Classic Version),9,219454,Unknown Artist (Placeholder)
Desesperada,59,227400,Unknown Artist (Placeholder)
Te Ves Buena,61,205000,Unknown Artist (Placeholder)
La Bomba,60,123960,Unknown Artist (Placeholder)
Formas De Amor,21,241933,Unknown Artist (Placeholder)
Rica y Apretadita,57,260533,Unknown Artist (Placeholder)
Salomé,56,253133,Unknown Artist (Placeholder)
Coco Jamboo - Radio Version,20,218733,Unknown Artist (Placeholder)
Mirala Miralo,53,244293,Unknown Artist (Placeholder)
Macarena,15,251466,Unknown Artist (Placeholder)
Suave,72,289600,Unknown Artist (Placeholder)
La pachanga,65,281933,Unknown Artist (Placeholder)
¿Donde Están?,59,270493,Unknown Artist (Placeholder)
Mujeres,67,206000,Unknown Artist (Placeholder)
Con los Ojos Cerrados,61,210760,Unknown Artist (Placeholder)
Bella Señora,62,281173,Unknown Artist (Placeholder)
Mírame a los Ojos,59,262546,Unknown Artist (Placeholder)
Media Naranja,58,221173,Unknown Artist (Placeholder)
Amor De Papel,61,248226,Unknown Artist (Placeholder)
Dime Que Me Quieres (Bring A Little Lovin),1,195866,Unknown Artist (Placeholder)
Muchacha Triste,55,244506,Unknown Artist (Placeholder)
Pelo Suelto,61,206600,Unknown Artist (Placeholder)
Dragostea Din Tei - Original Romanian Version,2,213800,Unknown Artist (Placeholder)
Turn Me On,69,192106,Unknown Artist (Placeholder)
Solo Se Vive una Vez,56,253266,Unknown Artist (Placeholder)
Esta Despierto,45,205106,Unknown Artist (Placeholder)
Sólo Se Vive una Vez,53,210866,Unknown Artist (Placeholder)
Como Un Trueno,43,246266,Unknown Artist (Placeholder)
The Summer Is Magic - Radio Mix,56,236666,Unknown Artist (Placeholder)
No Puedo Olvidarme Ti,62,210520,Unknown Artist (Placeholder)
Tearin' up My Heart - Radio Edit,65,211000,Unknown Artist (Placeholder)
TBC,12,241800,Unknown Artist (Placeholder)
Gracias A Dios,52,242840,Unknown Artist (Placeholder)
Explota Corazón,51,219146,Unknown Artist (Placeholder)
Ya No,48,220506,Unknown Artist (Placeholder)
What Do You Mean?,14,207546,Unknown Artist (Placeholder)
Closer,62,209280,Unknown Artist (Placeholder)
I Love It (feat. Charli XCX) - Original Version,68,155337,Unknown Artist (Placeholder)
Five More Hours - Deorro x Chris Brown,74,211975,Unknown Artist (Placeholder)
Bad (feat. Vassy) - Radio Edit,66,170625,Unknown Artist (Placeholder)
I Want You To Know,8,238800,Unknown Artist (Placeholder)
Waiting For Love,16,228750,Unknown Artist (Placeholder)
Drive You Crazy (feat. Jason Derulo & Juicy J),38,229226,Unknown Artist (Placeholder)
Runaway (U & I),62,227073,Unknown Artist (Placeholder)
Lean On,15,176561,Unknown Artist (Placeholder)
One Last Time,81,197266,Unknown Artist (Placeholder)
Burn,71,231211,Unknown Artist (Placeholder)
Take Ü There (feat. Kiesza) - Missy Elliott Remix Bonus Track,55,210000,Unknown Artist (Placeholder)
Let You Go - Radio Edit,62,218973,Unknown Artist (Placeholder)
Outside,74,227266,Unknown Artist (Placeholder)
New York Raining,5,214640,Unknown Artist (Placeholder)
Want to Want Me,53,207719,Unknown Artist (Placeholder)
Go All Night,2,200360,Unknown Artist (Placeholder)
GDFR (feat. Sage The Gemini & Lookas),65,190185,Unknown Artist (Placeholder)
I'll Keep Loving you (feat. Birdy & Jaymes Young),41,188906,Unknown Artist (Placeholder)
Latch,77,255631,Unknown Artist (Placeholder)
Break Free,76,214840,Unknown Artist (Placeholder)
Sleepless - Radio Edit,8,221421,Unknown Artist (Placeholder)
Wake Me Up,86,247426,Unknown Artist (Placeholder)
In The Dark,54,226226,Unknown Artist (Placeholder)
A Sky Full of Stars,63,267866,Unknown Artist (Placeholder)
Untouchable,57,228837,Unknown Artist (Placeholder)
Club Can't Handle Me (feat. David Guetta),68,234560,Unknown Artist (Placeholder)
Part Of Me,71,216160,Unknown Artist (Placeholder)
Svoboda - Ya Khoya Ya Khoya,38,174193,Unknown Artist (Placeholder)
Ya Nour El Ein,53,183356,Unknown Artist (Placeholder)
Chtah Chtah,42,217886,Unknown Artist (Placeholder)
اركض عالجم,27,246385,Unknown Artist (Placeholder)
Yoi Yoi,31,232040,Unknown Artist (Placeholder)
Ana Kadab,27,212507,Unknown Artist (Placeholder)
Shou Hal Ossa,4,260746,Unknown Artist (Placeholder)
Nebghi Djini Bsurvet,52,179361,Unknown Artist (Placeholder)
Khalina,26,287880,Unknown Artist (Placeholder)
Sushi,32,252100,Unknown Artist (Placeholder)
Keda Bardou,27,203550,Unknown Artist (Placeholder)
Tsunami,33,249808,Unknown Artist (Placeholder)
Ya Layaly,22,225410,Unknown Artist (Placeholder)
Tani Tani - Keep Connected,22,218675,Unknown Artist (Placeholder)
Lessa Fi Kaman (feat. Shady Ahmed),33,280920,Unknown Artist (Placeholder)
Diggi Style,39,186355,Unknown Artist (Placeholder)
Makayen,0,206576,Unknown Artist (Placeholder)
La Bezzaf,25,171733,Unknown Artist (Placeholder)
Scénario,48,230000,Unknown Artist (Placeholder)
Mayestahlushi (feat. Abla Fahita),25,318066,Unknown Artist (Placeholder)
Al Oula,0,176535,Unknown Artist (Placeholder)
Nifsi Aoulhalak,32,259235,Unknown Artist (Placeholder)
Hasta Luego (feat. Zouhair Bahaoui & Chk),57,181855,Unknown Artist (Placeholder)
Tune In,47,164166,Unknown Artist (Placeholder)
Lala Fatema,35,231653,Unknown Artist (Placeholder)
W Maak,27,221936,Unknown Artist (Placeholder)
Tjawazti Hdoudik,38,187177,Unknown Artist (Placeholder)
Arabeat - Deep House Remix,23,391288,Unknown Artist (Placeholder)
El Donia Shabab,24,206243,Unknown Artist (Placeholder)
Hawa Hawa,31,255453,Unknown Artist (Placeholder)
Anany,22,276206,Unknown Artist (Placeholder)
Oui Oui,37,200400,Unknown Artist (Placeholder)
Laa,43,203047,Unknown Artist (Placeholder)
Alawal,32,253793,Unknown Artist (Placeholder)
Alby Etmannah,50,250478,Unknown Artist (Placeholder)
Habeltouni,38,190093,Unknown Artist (Placeholder)
Myriama,46,195305,Unknown Artist (Placeholder)
Bella,36,225006,Unknown Artist (Placeholder)
Ya Hmema (feat. Cheb Bechir),48,230974,Unknown Artist (Placeholder)
Fallait Pas,58,208290,Unknown Artist (Placeholder)
Hafdal Ahlam,29,284129,Unknown Artist (Placeholder)
Sanya,22,202057,Unknown Artist (Placeholder)
Bayen Habeit,71,139293,Unknown Artist (Placeholder)
Mahragan Hanwalaa,28,170788,Unknown Artist (Placeholder)
Wana Maah,28,281979,Unknown Artist (Placeholder)
لا جوزاديرا (feat. Marc Anthony & Gente de Zona) - Arabic Version,33,207041,Unknown Artist (Placeholder)
Dana (feat. Numidia),60,133714,Unknown Artist (Placeholder)
La fiesta,33,220419,Unknown Artist (Placeholder)
Tigi Tigi (Original Mix),30,225640,Unknown Artist (Placeholder)
El Layli,44,196022,Unknown Artist (Placeholder)
C'est La Vie,60,225751,Unknown Artist (Placeholder)
La Tghibe (Cyril M Remix),34,218226,Unknown Artist (Placeholder)
Trippin',25,193041,Unknown Artist (Placeholder)
Battle,0,232500,Unknown Artist (Placeholder)
Erotic Heat,21,263893,Unknown Artist (Placeholder)
Miau,18,138232,Unknown Artist (Placeholder)
Pass That,23,193072,Unknown Artist (Placeholder)
Overture of Spaldin,16,232708,Unknown Artist (Placeholder)
Give It to Me,0,229013,Unknown Artist (Placeholder)
Divine,20,344618,Unknown Artist (Placeholder)
Enlightenment,13,195133,Unknown Artist (Placeholder)
Gimme Some Mo,14,275141,Unknown Artist (Placeholder)
